	OTU799	OTU768	OTU711	OTU943	OTU1091	OTU434	OTU788	OTU1151	OTU501	OTU500	OTU503	OTU502	OTU505	OTU504	OTU507	OTU506	OTU509	OTU508	OTU804	OTU712	OTU1090	OTU1156	OTU1106	OTU480	OTU481	OTU482	OTU483	OTU484	OTU485	OTU338	OTU339	OTU336	OTU337	OTU334	OTU335	OTU332	OTU333	OTU330	OTU331	OTU1093	OTU928	OTU730	OTU806	OTU950	OTU805	OTU349	OTU348	OTU439	OTU438	OTU343	OTU342	OTU341	OTU340	OTU347	OTU346	OTU345	OTU344	OTU655	OTU654	OTU158	OTU159	OTU651	OTU650	OTU653	OTU652	OTU152	OTU153	OTU150	OTU151	OTU156	OTU157	OTU154	OTU155	OTU938	OTU939	OTU1020	OTU924	OTU930	OTU888	OTU932	OTU933	OTU934	OTU935	OTU936	OTU889	OTU1037	OTU800	OTU921	OTU1189	OTU1036	OTU1187	OTU1186	OTU899	OTU920	OTU1183	OTU1035	OTU1181	OTU1180	OTU237	OTU236	OTU235	OTU234	OTU233	OTU232	OTU231	OTU230	OTU1060	OTU1033	OTU1062	OTU1063	OTU1064	OTU886	OTU239	OTU238	OTU892	OTU1165	OTU887	OTU706	OTU1164	OTU898	OTU880	OTU1030	OTU881	OTU61	OTU60	OTU63	OTU62	OTU65	OTU64	OTU67	OTU66	OTU69	OTU68	OTU734	OTU883	OTU808	OTU809	OTU802	OTU1135	OTU1096	OTU1132	OTU781	OTU1100	OTU952	OTU988	OTU1114	OTU1115	OTU1116	OTU1117	OTU1110	OTU1111	OTU1112	OTU1113	OTU1185	OTU1131	OTU1118	OTU1119	OTU803	OTU951	OTU750	OTU751	OTU1034	OTU885	OTU978	OTU954	OTU979	OTU756	OTU884	OTU774	OTU757	OTU611	OTU610	OTU620	OTU613	OTU621	OTU612	OTU1008	OTU853	OTU615	OTU1009	OTU614	OTU1006	OTU1056	OTU617	OTU1007	OTU616	OTU1004	OTU1134	OTU471	OTU470	OTU473	OTU472	OTU475	OTU474	OTU477	OTU476	OTU479	OTU478	OTU977	OTU629	OTU578	OTU579	OTU1000	OTU1195	OTU570	OTU571	OTU572	OTU573	OTU574	OTU575	OTU576	OTU577	OTU619	OTU618	OTU752	OTU753	OTU754	OTU755	OTU208	OTU209	OTU206	OTU207	OTU204	OTU205	OTU202	OTU203	OTU200	OTU201	OTU1192	OTU848	OTU891	OTU1193	OTU682	OTU683	OTU680	OTU681	OTU686	OTU486	OTU684	OTU685	OTU688	OTU487	OTU763	OTU716	OTU372	OTU373	OTU279	OTU278	OTU376	OTU377	OTU374	OTU375	OTU273	OTU272	OTU271	OTU270	OTU277	OTU276	OTU275	OTU274	OTU105	OTU104	OTU107	OTU106	OTU101	OTU100	OTU103	OTU102	OTU725	OTU713	OTU109	OTU108	OTU724	OTU295	OTU294	OTU297	OTU296	OTU291	OTU290	OTU293	OTU292	OTU732	OTU871	OTU726	OTU299	OTU298	OTU852	OTU687	OTU1154	OTU1191	OTU1032	OTU890	OTU1011	OTU704	OTU1013	OTU1012	OTU896	OTU1014	OTU198	OTU199	OTU196	OTU197	OTU194	OTU195	OTU192	OTU193	OTU190	OTU191	OTU607	OTU689	OTU1031	OTU859	OTU895	OTU958	OTU1003	OTU1130	OTU996	OTU997	OTU994	OTU995	OTU992	OTU993	OTU38	OTU39	OTU36	OTU37	OTU34	OTU35	OTU32	OTU33	OTU30	OTU31	OTU894	OTU371	OTU959	OTU870	OTU985	OTU987	OTU986	OTU1133	OTU435	OTU378	OTU813	OTU379	OTU538	OTU539	OTU812	OTU534	OTU535	OTU536	OTU537	OTU530	OTU531	OTU532	OTU533	OTU83	OTU82	OTU81	OTU80	OTU87	OTU86	OTU85	OTU84	OTU817	OTU89	OTU88	OTU816	OTU922	OTU897	OTU855	OTU329	OTU328	OTU499	OTU498	OTU325	OTU324	OTU327	OTU326	OTU321	OTU320	OTU323	OTU322	OTU1099	OTU963	OTU1065	OTU819	OTU854	OTU818	OTU798	OTU991	OTU408	OTU409	OTU962	OTU1016	OTU400	OTU401	OTU402	OTU403	OTU404	OTU405	OTU406	OTU407	OTU149	OTU148	OTU662	OTU663	OTU664	OTU665	OTU666	OTU667	OTU141	OTU140	OTU143	OTU142	OTU145	OTU144	OTU147	OTU146	OTU390	OTU391	OTU392	OTU393	OTU394	OTU395	OTU396	OTU397	OTU398	OTU399	OTU660	OTU437	OTU1055	OTU1054	OTU1057	OTU436	OTU1051	OTU1050	OTU1053	OTU1052	OTU1194	OTU431	OTU1196	OTU1197	OTU1059	OTU1058	OTU960	OTU430	OTU242	OTU243	OTU240	OTU241	OTU246	OTU247	OTU244	OTU245	OTU248	OTU249	OTU718	OTU719	OTU946	OTU780	OTU815	OTU1023	OTU967	OTU433	OTU786	OTU72	OTU73	OTU70	OTU71	OTU76	OTU77	OTU74	OTU75	OTU850	OTU78	OTU79	OTU1158	OTU961	OTU1098	OTU966	OTU432	OTU1121	OTU1120	OTU1123	OTU1122	OTU1125	OTU1124	OTU1127	OTU733	OTU1129	OTU1128	OTU990	OTU974	OTU1155	OTU659	OTU1126	OTU510	OTU658	OTU1005	OTU511	OTU955	OTU927	OTU866	OTU867	OTU864	OTU865	OTU862	OTU863	OTU860	OTU861	OTU868	OTU540	OTU769	OTU926	OTU998	OTU518	OTU1021	OTU941	OTU598	OTU519	OTU942	OTU940	OTU592	OTU593	OTU590	OTU591	OTU596	OTU597	OTU594	OTU595	OTU609	OTU931	OTU925	OTU945	OTU1188	OTU760	OTU567	OTU566	OTU565	OTU564	OTU448	OTU449	OTU561	OTU560	OTU444	OTU445	OTU446	OTU447	OTU440	OTU441	OTU442	OTU443	OTU602	OTU603	OTU1015	OTU937	OTU600	OTU969	OTU601	OTU219	OTU218	OTU749	OTU748	OTU215	OTU214	OTU217	OTU216	OTU211	OTU210	OTU213	OTU212	OTU1019	OTU923	OTU1018	OTU975	OTU605	OTU1152	OTU1138	OTU691	OTU690	OTU693	OTU692	OTU695	OTU694	OTU697	OTU696	OTU496	OTU698	OTU669	OTU1092	OTU1095	OTU1094	OTU1097	OTU793	OTU361	OTU360	OTU363	OTU362	OTU365	OTU364	OTU367	OTU366	OTU369	OTU368	OTU1157	OTU303	OTU130	OTU131	OTU132	OTU133	OTU134	OTU135	OTU136	OTU137	OTU138	OTU139	OTU1182	OTU1159	OTU1184	OTU918	OTU919	OTU917	OTU914	OTU915	OTU912	OTU913	OTU910	OTU911	OTU661	OTU1068	OTU1167	OTU1166	OTU1161	OTU1160	OTU1163	OTU1069	OTU1169	OTU1168	OTU948	OTU624	OTU625	OTU626	OTU627	OTU189	OTU188	OTU622	OTU623	OTU185	OTU184	OTU187	OTU186	OTU181	OTU180	OTU183	OTU182	OTU493	OTU731	OTU736	OTU737	OTU947	OTU699	OTU1061	OTU735	OTU492	OTU984	OTU828	OTU829	OTU981	OTU980	OTU983	OTU982	OTU822	OTU823	OTU820	OTU821	OTU826	OTU827	OTU824	OTU825	OTU1085	OTU1066	OTU1067	OTU1083	OTU882	OTU1010	OTU1089	OTU869	OTU529	OTU528	OTU523	OTU522	OTU521	OTU520	OTU527	OTU526	OTU525	OTU524	OTU98	OTU99	OTU989	OTU94	OTU95	OTU96	OTU97	OTU90	OTU91	OTU92	OTU93	OTU318	OTU319	OTU310	OTU311	OTU312	OTU313	OTU314	OTU315	OTU316	OTU317	OTU729	OTU417	OTU416	OTU415	OTU414	OTU413	OTU412	OTU411	OTU410	OTU794	OTU795	OTU796	OTU797	OTU790	OTU791	OTU419	OTU370	OTU857	OTU807	OTU309	OTU558	OTU559	OTU556	OTU557	OTU554	OTU263	OTU552	OTU553	OTU550	OTU551	OTU776	OTU777	OTU758	OTU424	OTU772	OTU773	OTU679	OTU678	OTU677	OTU676	OTU675	OTU674	OTU673	OTU672	OTU671	OTU670	OTU599	OTU851	OTU389	OTU388	OTU387	OTU386	OTU385	OTU384	OTU383	OTU382	OTU381	OTU380	OTU759	OTU1043	OTU1040	OTU1041	OTU1046	OTU1047	OTU1044	OTU1045	OTU1017	OTU1048	OTU1049	OTU702	OTU251	OTU250	OTU253	OTU252	OTU255	OTU254	OTU257	OTU256	OTU259	OTU258	OTU709	OTU708	OTU1162	OTU976	OTU1153	OTU1190	OTU488	OTU1148	OTU1002	OTU426	OTU856	OTU49	OTU48	OTU47	OTU46	OTU45	OTU44	OTU43	OTU42	OTU41	OTU40	OTU1084	OTU58	OTU425	OTU59	OTU422	OTU423	OTU174	OTU175	OTU176	OTU177	OTU170	OTU171	OTU172	OTU173	OTU1136	OTU970	OTU420	OTU178	OTU179	OTU1039	OTU1038	OTU657	OTU707	OTU427	OTU792	OTU971	OTU421	OTU418	OTU875	OTU874	OTU877	OTU876	OTU656	OTU640	OTU873	OTU872	OTU641	OTU879	OTU878	OTU56	OTU972	OTU721	OTU57	OTU589	OTU588	OTU581	OTU580	OTU583	OTU582	OTU585	OTU584	OTU587	OTU586	OTU1141	OTU973	OTU648	OTU720	OTU703	OTU563	OTU649	OTU562	OTU512	OTU513	OTU459	OTU458	OTU516	OTU517	OTU514	OTU515	OTU453	OTU452	OTU451	OTU450	OTU457	OTU456	OTU455	OTU454	OTU723	OTU811	OTU908	OTU228	OTU229	OTU738	OTU739	OTU953	OTU220	OTU221	OTU222	OTU223	OTU224	OTU225	OTU226	OTU227	OTU1086	OTU1087	OTU722	OTU775	OTU1082	OTU569	OTU1080	OTU1081	OTU810	OTU956	OTU568	OTU907	OTU1088	OTU957	OTU1024	OTU906	OTU770	OTU1025	OTU771	OTU714	OTU1026	OTU893	OTU1027	OTU358	OTU359	OTU428	OTU429	OTU354	OTU355	OTU356	OTU357	OTU350	OTU351	OTU352	OTU353	OTU646	OTU647	OTU644	OTU645	OTU642	OTU643	OTU129	OTU128	OTU127	OTU126	OTU125	OTU124	OTU123	OTU122	OTU121	OTU120	OTU1171	OTU909	OTU778	OTU489	OTU555	OTU905	OTU904	OTU858	OTU779	OTU901	OTU900	OTU903	OTU902	OTU1172	OTU1173	OTU1170	OTU1140	OTU1176	OTU1177	OTU1174	OTU1175	OTU1147	OTU1178	OTU1179	OTU727	OTU1022	OTU1146	OTU633	OTU632	OTU631	OTU630	OTU637	OTU636	OTU635	OTU634	OTU1073	OTU1072	OTU639	OTU638	OTU1077	OTU1076	OTU1075	OTU1074	OTU14	OTU15	OTU16	OTU17	OTU10	OTU11	OTU12	OTU13	OTU18	OTU19	OTU949	OTU1149	OTU839	OTU838	OTU831	OTU830	OTU832	OTU835	OTU834	OTU837	OTU836	OTU1107	OTU747	OTU1105	OTU1078	OTU1103	OTU1102	OTU1101	OTU746	OTU767	OTU745	OTU1109	OTU1108	OTU1042	OTU715	OTU744	OTU1142	OTU743	OTU1139	OTU999	OTU742	OTU741	OTU766	OTU740	OTU1071	OTU1070	OTU728	OTU964	OTU1001	OTU944	OTU462	OTU463	OTU460	OTU461	OTU466	OTU467	OTU464	OTU465	OTU783	OTU782	OTU468	OTU469	OTU787	OTU701	OTU785	OTU784	OTU497	OTU700	OTU549	OTU548	OTU269	OTU545	OTU544	OTU547	OTU546	OTU541	OTU495	OTU543	OTU542	OTU765	OTU764	OTU608	OTU494	OTU761	OTU705	OTU8	OTU9	OTU6	OTU7	OTU4	OTU5	OTU2	OTU3	OTU604	OTU1	OTU762	OTU491	OTU844	OTU490	OTU845	OTU606	OTU307	OTU306	OTU305	OTU304	OTU268	OTU302	OTU301	OTU300	OTU264	OTU265	OTU266	OTU267	OTU260	OTU261	OTU262	OTU116	OTU117	OTU114	OTU115	OTU112	OTU113	OTU110	OTU111	OTU1150	OTU118	OTU119	OTU286	OTU287	OTU284	OTU285	OTU282	OTU283	OTU280	OTU281	OTU50	OTU51	OTU52	OTU53	OTU54	OTU55	OTU288	OTU289	OTU1144	OTU628	OTU163	OTU162	OTU161	OTU160	OTU167	OTU166	OTU165	OTU164	OTU1143	OTU1104	OTU169	OTU168	OTU1028	OTU1029	OTU1145	OTU668	OTU929	OTU1079	OTU717	OTU849	OTU840	OTU841	OTU842	OTU843	OTU29	OTU28	OTU846	OTU847	OTU25	OTU24	OTU27	OTU26	OTU21	OTU20	OTU23	OTU22	OTU814	OTU710	OTU789	OTU968
z1	0	3	3	4	0	8	0	0	2	3	8	21	0	1	3	0	2	2	1	1	2	0	1	1	1	4	16	0	0	31	0	1	54	12	0	0	9	19	11	0	0	3	0	1	1	0	1	33	2	7	9	1	6	29	5	40	1	3	8	24	1	0	0	1	3	13	3	5	20	73	2	2	10	0	0	0	0	0	0	6	34	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	3	73	40	0	29	2	14	55	0	0	4	0	0	2	53	27	0	0	0	11	0	2	0	0	0	108	55	374	45	461	123	18	40	52	71	0	8	0	8	2	2	0	0	0	1	29	1	15	1	1	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	1	0	0	0	1	0	10	0	7	5	3	7	0	2	0	0	1	1	0	0	11	0	0	3	2	3	32	5	6	0	10	2	4	0	0	4	3	0	0	22	2	14	0	6	6	6	1	0	0	2	1	0	1	100	2	12	120	0	15	16	13	12	19	0	0	1	0	0	2	3	0	13	7	1	0	0	0	0	1	0	2	4	2	2	16	21	2	9	1	40	13	9	32	10	1	31	79	37	92	53	0	210	87	0	4	2	113	2	16	36	27	25	20	16	0	23	2	0	1	16	29	1	0	0	0	2	3	0	3	0	1	2	0	8	70	22	17	58	22	45	106	0	32	0	0	0	9	0	6	2	1	11	0	0	1	0	0	13	34	18	140	2	117	13	24	33	19	4	14	16	2	0	1	1	0	0	1	0	1	4	8	1	0	47	2	4	2	0	2	6	58	2	80	110	1	46	9	431	0	135	125	5	1	0	3	10	2	8	6	20	9	27	19	22	0	12	0	0	0	0	1	0	0	2	0	1	4	5	0	6	5	5	3	15	1	10	65	46	0	0	8	3	0	2	0	181	32	60	19	12	6	18	10	10	16	57	5	0	0	8	46	27	0	0	1	0	0	0	25	0	2	0	0	0	0	0	0	1	0	0	7	1	38	33	18	25	98	4	30	9	18	4	3	1	10	0	3	2	2	8	52	312	3	8	1	751	117	0	0	300	35	0	0	0	3	24	0	0	0	0	0	0	0	0	0	1	4	0	0	5	0	16	0	2	0	0	0	3	1	12	1	0	0	1	0	1	0	0	3	0	16	0	0	3	7	0	0	1	3	2	4	5	6	10	6	6	0	0	0	0	2	16	0	1	2	7	1	0	28	3	8	4	10	31	6	3	5	0	11	0	0	10	0	3	44	3	6	0	64	3	39	130	91	49	4	8	0	0	2	0	2	3	1	1	1	0	2	0	3	2	0	9	13	0	8	0	0	2	0	70	4	3	0	13	11	1	1	6	45	1	7	1	23	18	54	13	0	3	9	52	0	0	0	1	1	0	0	0	0	0	1	0	0	5	0	5	2	4	0	2	0	0	0	0	1	5	0	1	0	3	1	1	57	2	2	6	21	42	38	127	41	3	3	2	2	7	0	5	50	0	0	6	0	3	0	0	0	0	0	1	0	2	7	0	0	4	0	0	0	3	0	1	0	0	1	8	2	4	3	0	1	10	16	428	0	11	4	96	80	77	5	28	9	0	15	1	9	15	5	21	107	5	10	2	0	15	8	4	2	9	9	0	6	0	1	0	11	0	55	16	0	3	6	1	20	1	0	8	24	1	6	0	1	1	2	3	8	0	0	14	1	0	1	3	248	1	2	1	3	1	0	3	8	3	5	24	7	17	3	7	7	1	0	4	2	0	0	0	0	3	0	0	2	20	1	19	8	3	2	30	0	11	0	3	2	0	0	2	0	13	2	0	2	2	140	15	61	18	102	8	210	622	3	6	0	53	4	4	2	7	65	20	65	150	4	72	13	0	0	0	8	108	59	0	0	0	4	39	6	2	0	27	1	2	0	0	6	0	5	1	0	8	2	257	0	0	16	0	23	10	3	0	4	1	2	0	0	15	0	10	1	1	1	1	3	0	14	9	0	0	2	0	6	0	0	2	10	23	115	3	1	1	1	3	15	31	1	0	25	4	22	18	73	45	1	19	9	0	0	1	0	1	6	0	0	2	0	7	0	1	53	0	2	12	1	1	0	1	0	0	0	7	32	0	12	5	2	6	2	3	12	6	0	1	3	0	1	13	42	30	22	67	22	27	215	60	70	39	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	1	0	20	0	0	0	9	1	0	0	0	2	1	0	5	7	2	9	1	0	0	0	0	0	1	0	0	1528	6	10	353	797	1643	692	896	3569	28	1	0	1	3	1	0	0	0	3	0	3	0	28	0	0	0	1	2	0	4	1	3	0	0	0	0	0	2	0	0	0	0	1	1	0	1	10	1	0	0	4	3	12	0	8	5	18	7	0	0	0	0	0	5	1	3	5	0	4	0	0	7	0	5	0	2	26	3	0	0	4	2	2	0	0	969	492	220	49	189	1	993	905	3	3741	9	2	0	12	0	4	9	10	2	32	10	0	5	9	2	0	1	14	28	14	25	36	30	30	1	4	222	67	8	0	15	19	29	0	7	16	11	22	6	52	158	78	113	55	26	439	0	7	0	29	74	38	2	103	6	1	23	2	2	0	0	15	0	0	2	5	4	1	0	18	0	0	0	0	10	311	3	3	23	160	132	194	7	26	77	774	0	0	0	0
z2	0	3	23	1	0	6	0	0	0	3	26	55	0	7	9	0	2	5	0	1	0	4	3	1	0	6	39	0	1	41	3	6	62	8	0	0	2	20	12	2	1	1	0	1	1	1	3	29	16	1	3	0	26	17	1	35	1	0	12	12	2	3	1	2	5	14	2	1	0	71	2	0	8	5	0	0	0	0	0	8	31	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	45	26	0	33	1	16	176	0	1	0	0	4	0	68	197	0	0	0	2	0	1	1	0	0	175	88	422	91	562	242	11	49	40	133	0	3	0	6	1	2	0	0	0	3	15	0	3	0	1	0	1	0	3	0	0	0	0	0	17	2	1	0	0	2	0	0	0	0	0	0	4	0	38	1	4	0	0	7	0	3	0	0	0	1	0	5	15	1	0	8	1	11	7	0	6	4	13	2	9	0	0	6	11	0	0	21	1	24	0	0	5	7	4	0	0	4	2	0	0	86	0	19	74	1	38	32	9	22	34	0	0	3	0	0	8	8	3	17	7	6	0	0	0	0	0	2	0	0	7	6	10	9	0	18	1	58	18	10	32	42	0	11	118	22	94	68	0	169	212	0	0	8	168	1	83	59	23	50	24	45	1	19	5	0	4	14	24	5	1	0	2	9	0	0	2	0	3	0	1	5	62	0	2	47	15	227	57	2	63	7	0	0	6	0	4	0	0	0	0	0	1	0	2	3	33	13	87	15	114	19	36	47	4	4	13	16	0	0	3	1	0	0	1	0	2	11	4	0	0	35	3	2	10	0	1	34	25	2	71	35	2	55	6	254	0	220	11	0	2	0	2	12	2	12	6	17	15	30	29	15	0	38	0	0	0	0	0	0	0	1	0	2	1	14	0	9	16	10	1	2	0	9	27	61	2	0	6	1	3	0	0	76	11	16	16	11	4	9	4	0	32	35	9	0	0	8	3	35	0	1	2	0	0	0	6	0	2	0	0	1	0	0	0	0	1	1	0	1	45	20	30	40	74	1	18	36	25	4	1	1	6	2	0	0	3	1	98	150	4	18	4	830	130	1	0	306	37	0	1	0	2	25	0	0	0	0	0	0	0	2	0	0	4	0	0	6	0	15	0	0	0	1	0	2	2	10	1	0	1	2	0	1	0	0	2	0	23	1	0	4	3	0	0	8	7	6	13	7	17	1	8	22	2	0	0	0	10	28	1	0	4	2	0	1	16	1	14	6	0	14	7	0	8	1	2	0	0	15	0	0	60	2	9	0	16	5	34	127	52	37	41	2	1	0	5	0	6	7	3	5	1	0	0	0	12	1	0	17	25	0	12	0	0	2	0	98	1	3	0	13	7	3	4	1	24	0	6	0	18	26	118	26	2	6	14	59	4	0	0	4	2	2	0	12	1	3	2	1	0	2	0	0	0	4	0	2	0	1	0	1	3	0	1	1	6	0	0	7	50	2	2	3	24	78	24	169	18	0	2	5	1	8	0	8	32	0	0	10	0	2	0	0	3	0	0	3	1	0	3	0	0	2	11	0	0	1	1	0	2	0	0	9	3	1	6	1	3	4	12	750	0	10	8	196	178	143	5	10	29	7	26	5	7	20	7	19	107	14	7	0	0	12	7	2	0	8	0	0	1	0	0	0	15	0	2	25	0	2	2	0	24	3	1	1	32	2	5	1	2	1	4	3	9	0	0	1	0	0	1	0	229	4	2	0	2	1	0	1	0	0	14	30	9	22	3	8	6	2	0	1	2	0	4	0	0	0	0	0	5	24	1	34	19	0	7	32	1	10	0	1	0	0	0	1	0	7	0	0	7	1	303	15	27	30	110	7	203	1124	5	3	0	22	2	1	1	9	74	29	257	195	6	68	12	0	1	0	3	126	83	1	0	0	6	36	8	2	0	64	0	1	0	0	6	0	5	1	0	3	0	125	0	1	19	0	30	12	8	0	6	0	0	0	0	13	0	3	0	0	0	0	2	1	22	9	0	0	10	0	18	0	0	0	4	11	141	3	4	2	2	7	6	28	1	0	47	1	8	63	65	69	1	13	8	0	0	5	0	4	0	0	1	0	0	5	1	0	62	0	1	17	1	0	2	6	0	1	2	11	54	0	37	3	0	3	4	3	23	7	3	5	3	2	0	13	65	111	24	0	0	8	162	95	97	89	0	0	1	3	17	0	1	3	0	0	4	2	0	0	0	0	0	0	17	0	0	0	12	1	4	0	0	5	1	0	0	2	0	10	0	0	0	1	0	0	0	0	0	1124	7	11	32	591	466	2070	528	1902	43	3	0	5	0	0	1	2	3	0	0	3	0	28	0	0	0	0	0	0	4	5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	3	2	12	1	6	7	12	4	0	0	0	0	2	1	1	0	4	0	17	0	2	10	0	7	1	3	25	1	0	1	1	3	1	0	0	847	535	173	27	155	6	594	1731	3	3837	16	2	0	13	0	1	8	11	2	10	3	0	0	10	3	1	0	19	41	20	40	33	59	24	2	47	488	137	2	0	11	18	23	1	17	13	16	6	34	44	97	206	94	168	28	234	2	5	0	12	161	88	4	167	4	1	20	6	4	0	0	8	0	0	5	9	2	0	0	3	0	1	0	0	3	109	0	0	3	359	142	209	4	18	81	122	0	0	7	0
z3	0	8	1	14	3	10	3	0	1	6	6	26	0	0	10	9	2	8	1	1	0	1	2	1	3	4	28	1	0	25	1	4	65	5	0	0	8	48	13	0	1	2	0	0	1	0	4	24	4	16	3	2	9	39	4	10	1	21	9	41	2	0	5	3	2	19	17	8	2	154	5	0	9	2	0	0	1	0	0	2	99	1	0	1	1	0	0	3	0	0	0	0	3	2	0	0	0	0	0	56	26	0	23	2	3	102	0	1	0	0	16	5	42	8	0	1	0	9	2	2	2	0	0	221	83	258	114	296	145	30	13	69	105	0	9	0	4	1	1	0	0	0	0	11	3	15	0	0	0	1	0	1	0	0	1	1	0	4	4	0	0	1	1	0	0	0	0	0	0	1	0	3	1	7	13	2	4	1	8	0	1	0	1	1	1	12	2	1	5	3	4	31	3	9	5	5	8	0	0	0	3	11	1	0	12	6	18	0	15	5	4	5	4	0	7	0	0	0	59	5	13	118	0	25	33	12	19	31	0	0	0	0	0	0	11	0	10	18	1	0	0	1	0	0	0	2	9	3	1	18	12	3	14	1	22	7	21	12	10	1	41	51	17	142	91	0	61	114	0	6	8	172	5	5	16	32	22	12	34	1	49	2	1	2	32	13	1	0	0	0	3	2	0	2	0	2	1	0	11	63	49	76	59	101	16	53	0	55	10	0	0	2	0	5	3	0	13	0	0	0	0	1	12	70	19	129	21	192	11	22	45	26	1	8	11	1	1	1	0	0	0	0	0	1	3	4	0	1	26	7	1	4	0	1	2	34	0	161	324	2	23	17	248	1	167	136	1	1	0	15	19	1	7	7	12	5	63	29	47	1	21	0	0	0	0	1	1	0	0	1	1	1	13	3	8	12	3	2	26	0	15	28	28	1	0	1	0	0	2	0	171	36	86	17	34	17	29	27	24	6	36	18	0	0	18	41	27	0	9	7	0	0	0	9	0	0	0	0	0	1	0	0	0	0	4	31	1	20	42	36	46	67	6	54	5	3	1	2	2	1	0	1	0	5	8	43	174	2	7	0	960	154	1	1	313	37	5	0	0	2	27	0	0	0	0	0	0	1	0	1	0	3	0	0	1	1	9	0	5	0	0	1	3	3	5	6	0	1	4	4	2	0	0	4	0	19	2	0	15	2	1	2	11	10	8	4	4	12	10	8	1	0	0	0	0	0	4	0	0	10	6	0	0	11	3	9	8	21	14	4	2	6	0	12	0	1	8	3	2	70	2	7	0	52	5	45	95	61	41	11	6	0	0	0	0	2	0	0	0	1	0	14	1	0	0	3	11	11	0	5	2	1	1	0	60	14	11	1	19	5	0	3	3	36	1	8	1	43	50	30	31	0	5	16	92	0	0	0	0	2	1	0	2	1	1	3	0	0	4	0	5	0	9	0	0	1	2	0	0	0	1	0	4	3	0	0	0	110	2	0	13	45	76	82	97	17	0	4	2	1	10	0	2	67	0	0	7	0	9	0	0	0	1	0	2	2	1	1	0	0	2	8	0	0	1	0	2	2	0	0	8	5	3	11	4	4	9	20	224	0	21	12	161	173	101	4	48	19	6	45	7	16	9	12	23	158	12	18	3	1	15	13	6	3	10	21	0	3	0	1	0	6	2	13	30	0	1	4	3	13	1	2	22	50	2	14	0	3	1	2	6	14	0	0	13	0	0	1	3	318	1	6	5	4	2	0	4	6	0	1	24	16	30	3	21	10	2	2	0	4	0	1	0	1	1	0	0	12	22	11	53	10	0	14	39	0	14	0	7	1	0	0	0	0	9	0	0	5	0	96	37	72	37	196	6	323	366	11	17	0	106	0	3	1	5	162	35	46	125	3	136	8	0	0	0	6	134	82	2	0	0	6	35	3	2	1	24	1	1	0	4	8	0	7	0	0	2	5	167	0	3	13	1	18	8	2	0	6	1	4	1	1	13	1	22	0	2	0	1	4	0	12	8	0	0	2	0	13	0	0	4	10	18	55	4	3	4	0	3	23	44	1	1	27	18	16	20	97	76	5	22	10	0	4	3	0	1	4	0	1	0	0	11	1	0	165	0	0	17	0	0	1	1	0	0	0	13	39	0	5	9	0	7	6	1	22	30	2	5	7	1	3	4	60	47	23	138	18	27	200	96	99	71	2	1	1	0	5	1	0	1	2	0	4	1	0	0	0	0	1	0	21	2	1	0	36	0	0	0	0	3	8	1	7	3	1	15	3	0	0	4	1	0	1	0	0	1711	5	29	630	1175	1319	398	479	2056	39	1	0	4	0	2	0	1	0	0	0	4	1	12	0	0	1	3	3	0	1	4	0	0	1	0	0	1	2	0	0	0	0	0	2	0	0	4	1	0	2	3	7	20	17	16	8	11	15	0	0	0	0	1	2	1	0	2	0	22	1	0	8	0	5	1	3	13	4	0	0	1	4	3	0	1	867	1044	216	26	197	4	1016	1136	0	2562	5	4	1	8	0	2	8	27	18	27	66	0	8	13	2	0	1	30	71	24	27	73	63	58	0	9	269	61	19	0	49	15	41	4	10	37	20	6	13	31	236	60	149	39	60	293	1	6	0	8	57	49	3	96	11	0	34	1	0	0	0	18	0	0	0	0	1	0	0	4	0	0	0	0	38	164	0	2	26	249	203	266	4	49	77	494	0	2	1	0
